Mega Altaria,475.65,1,0.5,0.5,0.5,0.5,2,0.5,2,1,1,1,0.5,1,1,0,0.5,2,2
Charizard,469.31,1,0.5,1,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
Empoleon,447.05,0.5,1,0.5,2,1,0.25,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.25,0.5
Mega Feraligatr,543.155,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2
Kangaskhan,454.96,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Mega Clefable,502.96,1,1,1,2,0.5,2,0.25,2,0,1,1,0.25,2,1,0,0.5,2,1
Tauros,403.75,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Audino,388.62,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Mega Beedrill,512.505,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
Beedrill,317,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
Scizor,445.71,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
Scovillain,406.85,1,1,1,0.5,0.25,1,1,2,1,2,1,1,2,1,1,1,0.5,0.5
Liepard,396,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
Mega Kangaskhan,534.16,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Banette,336.76,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
Roserade,462.1,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
Zoroark,373,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
Altaria,418.64,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
Archaludon,493.92,0.5,1,0.5,0.5,0.25,1,2,0,2,0.5,0.5,0.5,0.5,1,1,1,0.5,1
Rotom,347.25,0,1,1,0.5,1,1,0,0.5,2,0.5,1,0.5,1,2,1,2,0.5,1
Mega Charizard X,515.72,1,0.25,1,0.5,0.25,1,1,1,2,1,1,0.5,2,1,2,1,0.5,1
Absol,357,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
Victreebel,350.625,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
Mega Victreebel,466.81,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
Mega Ampharos,514.585,1,0.5,0.5,0.25,0.5,2,1,1,2,0.5,1,1,1,1,2,1,0.5,2
Ariados,342.27,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
Gardevoir,467.4,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
Simipour,428.33,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Mega Banette,483,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
Mega Scizor,524.01,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
Mega Gardevoir,541.8,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
Dragonite,514.225,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
Alakazam,476.9,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Grimmsnarl,419.02,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2
Mega Staraptor,539.15,1,1,1,2,0.5,2,0.5,1,0,2,2,0.25,1,1,1,0.5,1,2
Mega Swampert,552.8,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
Mega Metagross,593,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
Gholdengo,505.19,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
Maushold,428.75,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Annihilape,504.3,0,1,1,1,1,1,0,0.5,1,2,2,0.25,0.5,2,1,1,1,2
Staraptor,443.6,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Mega Sceptile,540,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
Mega Blaziken,520,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
Tsareena,470.64,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Vileplume,426.325,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
Araquanid,361.88,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
Oranguru,428.92,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1
Houndstone,448.38,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
Blaziken,434.4,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
Espathra,427.75,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Alcremie,398.08,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
Scrafty,432.16,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
Metagross,501.01,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
Meowstic,423.175,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Dragalge,411.9,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1
Drampa,427.21,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Bellibolt,436,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Mudsdale,448.785,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
Malamar,414.975,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2
Hydrapple,464.52,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
Swampert,454.01,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
Orthworm,413.325,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
Mr. Rime,437.535,1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1
Musharna,447.46,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Aromatisse,393.6,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
Clawitzer,428.39,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Runerigus,406.38,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
Passimian,471.2,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Salazzle,447.2,1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25
Morpeko,400.52,1,1,1,0.5,1,1,2,1,2,0.5,0,2,1,0.5,1,0.5,0.5,2
Trevenant,411.4,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
Sceptile,467.7,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Scolipede,450.64,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
Barbaracle,443.045,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
Pangoro,433.825,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
Sandaconda,437.235,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
Slurpuff,400.275,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
Toucannon,416.16,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Appletun,405.01,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
Crabominable,434.48,1,2,1,1,1,0.5,2,1,1,2,2,0.5,1,1,1,0.5,2,2
Eelektross,414,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Flapple,415.4,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
Qwilfish,394.4,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
Polteageist,443.345,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
Azumarill,368.7,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1
Mega Mawile,411.71,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
Mega Raichu Y,513,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Ninetales-Alola,454.175,1,2,1,1,1,0.5,1,2,1,1,1,0.5,2,1,0,0.5,4,1
Mega Pyroar,535.58,1,0.5,2,1,0.5,0.5,2,1,2,1,1,0.5,2,0,1,1,0.5,0.5
Mega Venusaur,516.95,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
Mega Scrafty,513.36,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
Mega Eelektross,488.855,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Mega Scovillain,443.32,1,1,1,0.5,0.25,1,1,2,1,2,1,1,2,1,1,1,0.5,0.5
Rotom-Heat,455.02,1,0.5,2,0.5,0.5,0.5,1,1,4,0.5,1,0.5,2,1,1,1,0.25,0.5
Typhlosion-Hisui,469.235,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
Mega Raichu X,505.4,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Mega Dragalge,489.8,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1
Lycanroc-Dusk,459.35,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
Mega Glimmora,531.8,0.5,0.5,2,1,1,1,1,0.25,4,0.5,2,0.5,1,1,1,1,2,0.5
Arcanine-Hisui,480,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5
Samurott-Hisui,450.55,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
Zoroark-Hisui,443.8,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,0,1,2,1,1
Mega Malamar,483.25,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2
Mega Drampa,494.46,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Mega Barbaracle,536.24,0.5,0.5,2,1,2,1,2,0.5,2,1,2,0.5,0.5,1,1,0.5,2,2
Mega Crabominable,516.74,1,2,1,1,1,0.5,2,1,1,2,2,0.5,1,1,1,0.5,2,2
Rotom-Mow,455.02,1,2,0.5,0.25,0.5,2,1,2,1,1,1,2,1,1,1,1,0.5,1
Mega Falinks,508.2,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Slowking-Galar,427.76,1,1,1,1,0.5,1,0.25,0.5,2,1,1,1,1,2,1,2,1,0.5
Mega Scolipede,492.95,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
Tauros-Paldea-Aqua,476.325,1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2
Mega Golurk,512.8,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
Decidueye-Hisui,452.3,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2
Rotom-Frost,455.02,1,2,1,0.5,1,0.5,2,1,2,0.5,1,1,2,1,1,1,1,1
Goodra-Hisui,486.31,0.5,1,0.5,0.5,0.25,1,2,0,2,0.5,0.5,0.5,0.5,1,1,1,0.5,1
Mega Hawlucha,525.575,1,1,1,2,0.5,2,0.5,1,0,2,2,0.25,1,1,1,0.5,1,2
Tauros-Paldea-Blaze,476.325,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
Avalugg-Hisui,492.155,0.5,1,2,1,2,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1
Rotom-Fan,453.75,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
Lycanroc-Midnight,437.96,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
Raichu-Alola,428,1,1,1,0.5,1,1,0.5,1,2,0.5,0.5,2,1,2,1,2,0.5,1
Flareon,429.72,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Dragapult,501.8,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2
Noivern,485,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
Meowscarada,473.8,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2
Hawlucha,451.7,1,1,1,2,0.5,2,0.5,1,0,2,2,0.25,1,1,1,0.5,1,2
Lycanroc,459.35,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
Heliolisk,450.34,1,1,1,0.5,1,1,2,1,2,0.5,1,1,1,0,1,1,0.5,1
Dedenne,403.26,1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1
Mimikyu,423.71,0,1,1,1,1,1,0,1,1,1,1,0.25,1,2,0,1,2,1
Tinkaton,441.94,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
Vivillon,392.2,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
Glimmora,488.54,0.5,0.5,2,1,1,1,1,0.25,4,0.5,2,0.5,1,1,1,1,2,0.5
Quaquaval,465.975,1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2
Ceruledge,465.9,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
Kleavor,472.3,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
Overqwil,465,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
Goodra,499.11,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
Diggersby,384.9,1,1,2,0,2,2,2,0.5,1,1,1,1,0.5,0,1,1,1,1
Basculegion-F,458.4,0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1
Florges,480.25,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
Armarouge,469.4,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5
Klefki,382,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
Greninja,460.72,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
Tyrantrum,468.22,0.5,0.25,1,0.5,1,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2
Decidueye,446.55,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
Corviknight,443.59,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5
Skeledirge,468.67,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
Wyrdeer,426.44,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1
Chesnaught,456.905,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2
Sylveon,469.875,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
Aurorus,455.765,0.5,1,2,1,2,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1
Toxapex,397.44,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
Garganacl,456.2,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
Hatterene,414.6,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
Gengar,463,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5
Forretress,350,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
Venusaur,457.94,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
Palafin,427.12,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Mega Dragonite,582.8,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
Sharpedo,407.45,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
Samurott,383.75,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Lucario,421.9,0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1
Mega Alakazam,566.55,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Feraligatr,401.4,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Pinsir,397,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
Cofagrigus,406.89,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
Espeon,458.62,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Mega Gengar,550.2,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5
Ninetales,445.175,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Houndoom,372.5,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1
Primarina,456.36,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1
Aerodactyl,479.4,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
Toxicroak,412.9,1,1,1,1,0.5,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1
Mega Lucario,505.54,0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1
Typhlosion,469.31,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Blastoise,440.15,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Sneasler,494.4,1,1,1,1,0.5,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1
Mega Blastoise,530.125,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Whimsicott,433,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
Mega Pinsir,528.56,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
Basculegion,535.4,0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1
Volcarona,489.72,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5
Chandelure,478.6,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
Arcanine,465.76,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Politoed,426.25,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Sinistcha,441.6,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
Garchomp,538.4,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
Mega Chimecho,493.68,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
Chimecho,357.5,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Mega Aerodactyl,560.6,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
Mega Sharpedo,476.75,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
Aegislash,425.11,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
Leafeon,474.675,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Serperior,451.71,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Mega Chandelure,535.3,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
Mega Greninja,525.52,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
Mega Garchomp,596,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
Froslass,408.9,0,2,1,1,1,0.5,0,0.5,1,1,1,0.5,2,2,1,2,2,1
Mega Froslass,517.3,0,2,1,1,1,0.5,0,0.5,1,1,1,0.5,2,2,1,2,2,1
Starmie,461.8,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
Mega Starmie,534,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
Meganium,389,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Medicham,356.96,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
Mega Camerupt,435.835,1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5
Infernape,453.41,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
Torterra,465.8,1,2,1,0,1,4,1,1,0.5,2,1,2,0.5,1,1,1,1,1
Umbreon,462.51,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
Torkoal,379.86,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Excadrill,480.45,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5
Milotic,479.68,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Conkeldurr,454.96,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Mega Houndoom,525.1,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1
Mega Medicham,432.06,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
Reuniclus,430.01,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Vaporeon,467.94,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Mega Lopunny,537.15,1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2
Machamp,444.335,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Mega Delphox,576.69,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5
Golurk,432.8,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
Mega Meganium,537.6,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
